ALD30_Score_Silo1,ALD30_Score_Silo3,ALD30_pred_Dep_Silo1,ALD30_pred_Dep_Silo3,ALD30
0.165360845147743,-2.31510162207546,117315.771181752,110886.641438539,100550
0.337700932368212,-0.430285114427431,110849.52260965,116751.084199604,105740
-1.01160920540393,-0.754347509809967,70463.7817925423,73270.5612243335,87250
-0.497778000513684,-1.04436016087009,36110.3251803828,37270.5329999986,38850
-1.63934149692628,0.083077904143032,29317.5888305756,29355.5589287439,30920
1.4477002332698,3.04330884128898,222060.166504576,241442.182990557,239000
-0.303235489267798,-2.68317708631602,67588.0481232794,65460.302274796,68160
-0.183390275639984,0.701517279846767,58762.301854686,60039.2996079027,62200
-0.757131952004224,1.50423851106142,36283.7987492177,32754.9866843531,32490
-0.133833410933054,-0.327934467675309,61619.5798710237,66885.72448842,54630
-0.312617917201701,0.678467856328966,82575.1492893927,81603.6300060323,76880
-1.35789689521797,-2.26483453475092,61291.7101030161,58117.19431372,53070
1.65920010902021,2.33447326293203,431046.78738936,424313.571739048,450460
-0.236060126834215,1.67285226441697,130817.543772609,137091.211277293,132240
-2.08829176276005,-1.5766587388712,29570.4483718314,31142.8626879105,31870
-0.657246717919941,0.0351144946647833,70701.3530157232,67567.3348839042,62930
-0.590340845661031,0.698475550641739,121278.463910401,129464.806350454,129080
-0.617717615503517,-1.88365113574044,61683.2139435703,59968.4955596121,65480
-1.5141735236004,-1.29039979906528,48614.849922233,48436.2111412515,49560
-0.16082846220786,-1.57740554920326,98141.5657150651,102005.111409827,98340
-0.701178745211965,1.45227285236118,113044.666045712,120149.648109264,113030
-2.61084995158,-0.683393102902251,26402.3784930186,26264.1861993996,26370
-0.605915450435475,-1.64243676947577,85171.8766578324,82827.0147311818,85270
-0.22741566258858,1.58265175651433,102261.796030402,105410.486864351,98670
0.599703663270959,-1.88605663000955,104868.212318959,103015.08199195,102860
0.528330070682016,-1.13611163075566,115864.543667978,114297.002268618,113790
0.152309342415633,-1.12446080318795,83293.6094949408,79083.9361144391,81050
-0.805574304610697,2.46264374520438,163887.737475991,178764.836372338,167040
0.318257006356118,-2.0275134134744,152863.145397322,161869.686777208,148480
1.51046529641019,-0.541150590805407,266293.569786154,230644.250547018,219440
-1.30181312155873,-0.932618974998217,40646.6574248913,35872.6549311822,32960
0.491260550458455,1.12383692576976,298949.183551823,284175.567300156,299160
0.616263039462856,1.06921741581657,234075.645770631,247931.054159572,224450
-0.143684975464613,-1.13331808757383,187778.937618332,177537.402469664,164580
-1.20088042135098,-0.809826119893697,48416.2513269072,45338.9478954984,53120
-0.171771161422779,-0.0372760991150916,112381.590890756,111706.173605196,113580
1.02745337162317,-2.837967959181,237890.235439646,240906.703365903,235130
-1.07159073545842,-0.383027808926079,49581.6982693809,50850.3894763775,50570
-1.57811296771266,0.360160682768483,83265.1992825254,76161.507222723,78460
-0.326909481482968,-1.09868925543139,67536.9560171329,62775.2509215314,66440
-0.336161719615432,-0.298083849569757,150246.130846782,156363.884449313,156890
-1.48203821388846,-1.88144814360896,45796.1961856225,46787.9837720024,49950
0.0481759751370859,-0.289660848684639,239213.247434105,234757.535705385,236810
0.230454213511612,-1.02633265357645,129649.99720557,127024.402633267,129050
-1.50301911108493,-1.17459104469891,34541.7781434871,36651.0603870303,36790
-0.589289715943912,-0.915021331624295,70564.5576605441,64533.7996026576,62940
-3.08693610508842,-0.465085482959559,16529.0720279743,16723.7696031193,15170
-0.268242220807383,-2.12529428989069,150127.258680791,140055.866980218,127100
-0.253715842684584,0.187212315019235,93332.9287062212,95581.9735384609,94630
0.36327985008215,-0.677854117028818,111653.02655543,116022.133329323,99450
-0.683708246317504,-1.23653179080923,35778.0635350388,37948.4830090217,39550
-1.00173169169698,-1.69771648712778,60662.7915567053,54782.2884699493,48720
0.0308549371611435,0.528587247007984,139915.56954864,140834.67404623,139040
-0.790817514666558,-0.3449277642955,37580.9354859776,40156.7438255662,37480
-0.498699185379733,0.511072062681644,139759.384065761,144911.608101006,158780
0.329818431992538,0.983204198077441,204427.460395001,190772.807931775,231290
-1.10478415910201,-0.965017362123967,43003.0922428886,45819.8499689923,51440
0.772725543970541,1.43175081936308,523356.069801825,549234.490883812,510250
0.777595863741149,0.0980311328880989,160284.018260341,155679.525112495,151980
-0.661058707429709,-0.846434198393788,57229.6471101672,57794.379680855,54880
0.234466748170947,1.73247070291344,313169.142416969,314100.513045136,301420
-0.305595593962249,-1.14745127051974,123699.124189837,127993.734454609,142440
0.0381282038676355,1.4821249523889,130306.934133437,128236.42919472,135620
-0.77092679551691,1.30451017843694,46208.99104748,46410.5072322439,47270
-0.136244548074868,2.66665226908469,108950.0089258,112621.312834137,107130
0.659721034168605,1.33202629318524,218275.441834835,214593.078863603,274350
0.218559404080113,0.212466290096222,148103.019414138,139941.520291922,156150
1.43918141240311,-0.692858898779771,328816.68983602,338635.470558179,310480
-0.49034520875415,-1.55646762194289,46979.7378866377,47514.1167221921,49940
0.0627761833205114,-2.23931261316376,107594.604805211,112110.052341565,113850
-0.278322044590479,-1.14185250691501,108170.024559776,105178.84381142,107440
-0.264350221901069,-0.20087689610013,79234.0634724821,80853.6760071875,77430
-0.026047247607596,1.79144043145941,138974.406547062,140057.150192776,122110
6.35127764371531,4.97842014233414,377986.758379653,378262.018114298,398370
0.652581207380085,2.1056031650874,243810.946700375,254481.846156884,267540
0.84491721774961,-1.07280136845318,247123.605359508,230503.721274255,246350
3.71038768486519,1.5194658422653,233936.785549263,250886.135771927,241720
-0.710730022940852,-0.297316206137904,73782.4085813465,67625.8251428216,68010
0.00154001865534548,0.745377616465263,125933.078927122,122588.697519081,115340
-0.157441114988602,-0.522085841204391,85407.9162984165,77767.1348112879,85860
-0.501805283355768,-1.42918456291063,51913.2993903017,49113.2310951494,43810
0.675607092325454,1.0266949279872,220095.222310916,241925.205774144,243850
0.685624328440664,0.252491024854301,121014.173038089,119513.540922153,121130
-0.540871125601485,0.0182773693374594,130851.584201432,121588.981897531,126900
-0.577407189702065,-0.970164129397992,84674.7462301871,81689.2904782187,72350
-0.863583178959967,0.13008520869165,75426.8095459715,73381.9238143596,80290
-0.360295276388603,-3.12826798778739,75073.7395325189,73879.4687355215,75240
-0.334412010668038,-0.0574051132135223,69833.2853044426,69728.7802517096,76400
0.435047620073112,0.829913358995345,26380.7452404081,28415.5171879283,28300
1.99206934077132,0.107029552272634,225820.00215651,222445.206334702,228190
5.81128845054128,2.74429902833813,266896.360524088,280303.093372328,256410
2.30037300784342,3.82242780799133,314242.981910194,315367.591930894,297800
3.22815770305138,1.44097131829293,249354.131556591,242305.262137186,252930
1.97608585256236,1.56551735146057,221007.856114315,216946.275758067,216530
-0.758456452993138,3.1479320650609,30234.4949554856,32900.7498985817,33610
-0.58047300388207,3.32368332965806,34111.5028044585,39242.1684235443,37030